client_id,anciennete_mois,type_contrat,montant_mensuel,methode_paiement,reclamations,churn
SEN-1898,26,1 an,15300.0,Carte Bdf,0,Non
SEN-1899,11,Mensuel,36000.0,Carte Bdf,4,Oui
SEN-1900,7,Mensuel,20400.0,Prélèvement,2,Oui
SEN-1901,12,Mensuel,25300.0,Wave,3,Oui
SEN-1902,29,1 an,39200.0,Prélèvement,2,Non
SEN-1903,53,1 an,35000.0,Wave,1,Non
SEN-1904,71,1 an,37200.0,Carte Bdf,2,Non
SEN-1905,7,1 an,10500.0,Prélèvement,5,Oui
SEN-1906,17,Mensuel,7800.0,Carte Bdf,5,Oui
SEN-1907,23,2 ans,40700.0,Carte Bdf,0,Non
SEN-1908,10,Mensuel,20500.0,Wave,3,Oui
SEN-1909,18,2 ans,16500.0,Prélèvement,2,Non
SEN-1910,4,Mensuel,34000.0,Prélèvement,5,Oui
SEN-1911,7,Mensuel,38500.0,Carte Bdf,2,Oui
SEN-1912,56,Mensuel,39500.0,Carte Bdf,2,Non
SEN-1913,12,Mensuel,17600.0,Wave,3,Oui
SEN-1914,38,Mensuel,39100.0,Orange Money,0,Non
SEN-1915,61,2 ans,6600.0,Orange Money,1,Non
SEN-1916,15,Mensuel,7000.0,Carte Bdf,4,Oui
SEN-1917,13,Mensuel,29900.0,Orange Money,5,Oui
SEN-1918,9,Mensuel,7500.0,Orange Money,5,Oui
SEN-1919,44,2 ans,18000.0,Orange Money,0,Non
SEN-1920,39,2 ans,31900.0,Orange Money,2,Non
SEN-1921,12,Mensuel,18500.0,Carte Bdf,1,Non
SEN-1922,10,Mensuel,12200.0,Orange Money,2,Oui
SEN-1923,8,Mensuel,16300.0,Orange Money,3,Oui
SEN-1924,48,Mensuel,23300.0,Wave,1,Non
SEN-1925,43,Mensuel,24000.0,Carte Bdf,2,Non
SEN-1926,71,1 an,36300.0,Prélèvement,1,Non
SEN-1927,59,2 ans,35000.0,Prélèvement,1,Non
SEN-1928,54,1 an,23300.0,Wave,0,Non
SEN-1929,7,Mensuel,38800.0,Wave,5,Oui
SEN-1930,10,Mensuel,9600.0,Carte Bdf,3,Oui
SEN-1931,41,1 an,15200.0,Prélèvement,1,Non
SEN-1932,10,Mensuel,38100.0,Orange Money,3,Oui
SEN-1933,57,1 an,20100.0,Wave,1,Non
SEN-1934,65,Mensuel,44200.0,Prélèvement,2,Non
SEN-1935,30,2 ans,23700.0,Carte Bdf,1,Non
SEN-1936,17,Mensuel,36700.0,Orange Money,5,Oui
SEN-1937,20,2 ans,21100.0,Carte Bdf,2,Non
SEN-1938,23,Mensuel,22000.0,Wave,0,Non
SEN-1939,22,1 an,20300.0,Prélèvement,0,Non
SEN-1940,1,Mensuel,33800.0,Prélèvement,4,Oui
SEN-1941,17,Mensuel,26900.0,Prélèvement,4,Oui
SEN-1942,16,Mensuel,42800.0,Prélèvement,2,Oui
SEN-1943,5,Mensuel,15000.0,Orange Money,5,Oui
SEN-1944,56,2 ans,9000.0,Orange Money,0,Non
SEN-1945,3,Mensuel,20700.0,Carte Bdf,5,Oui
SEN-1946,7,Mensuel,29700.0,Orange Money,3,Oui
SEN-1947,11,1 an,39400.0,Wave,4,Oui
SEN-1948,41,2 ans,18800.0,Wave,1,Non
SEN-1949,9,Mensuel,31200.0,Prélèvement,5,Oui
SEN-1950,14,1 an,19000.0,Wave,4,Oui
SEN-1951,13,Mensuel,29700.0,Carte Bdf,4,Oui
SEN-1952,2,Mensuel,40400.0,Orange Money,4,Oui
SEN-1953,49,1 an,14300.0,Orange Money,0,Non
SEN-1954,7,1 an,21200.0,Orange Money,2,Oui
SEN-1955,3,Mensuel,44700.0,Wave,4,Oui
SEN-1956,70,Mensuel,39700.0,Orange Money,0,Non
SEN-1957,7,Mensuel,27600.0,Prélèvement,3,Oui
SEN-1958,9,Mensuel,25700.0,Prélèvement,4,Oui
SEN-1959,16,1 an,16400.0,Prélèvement,2,Non
SEN-1960,36,2 ans,25700.0,Wave,2,Non
SEN-1961,7,Mensuel,38900.0,Orange Money,3,Oui
SEN-1962,14,Mensuel,32400.0,Wave,5,Oui
SEN-1963,4,1 an,16600.0,Orange Money,4,Oui
SEN-1964,36,Mensuel,13100.0,Carte Bdf,0,Non
SEN-1965,31,2 ans,15600.0,Carte Bdf,1,Non
SEN-1966,45,2 ans,11800.0,Wave,0,Non
SEN-1967,37,2 ans,8800.0,Prélèvement,1,Non
SEN-1968,16,2 ans,21800.0,Wave,2,Non
SEN-1969,46,2 ans,9500.0,Prélèvement,1,Non
SEN-1970,8,Mensuel,11900.0,Orange Money,4,Oui
SEN-1971,40,1 an,26900.0,Prélèvement,0,Non
SEN-1972,20,2 ans,11600.0,Prélèvement,2,Non
SEN-1973,4,Mensuel,7600.0,Orange Money,4,Oui
SEN-1974,49,1 an,17700.0,Carte Bdf,0,Non
SEN-1975,61,1 an,13800.0,Orange Money,2,Non
SEN-1976,17,2 ans,25600.0,Wave,0,Non
SEN-1977,1,Mensuel,9100.0,Wave,4,Oui
SEN-1978,71,2 ans,35100.0,Wave,0,Non
SEN-1979,9,Mensuel,41200.0,Wave,2,Oui
SEN-1980,68,Mensuel,34700.0,Wave,2,Non
SEN-1981,4,Mensuel,26300.0,Carte Bdf,2,Oui
SEN-1982,13,Mensuel,39400.0,Carte Bdf,3,Oui
SEN-1983,58,2 ans,32800.0,Prélèvement,1,Non
SEN-1984,55,2 ans,5400.0,Wave,1,Non
SEN-1985,55,2 ans,20800.0,Orange Money,2,Non
SEN-1986,20,Mensuel,39000.0,Wave,0,Non
SEN-1987,32,Mensuel,18800.0,Carte Bdf,2,Non
SEN-1988,35,2 ans,6400.0,Wave,0,Non
SEN-1989,45,2 ans,34800.0,Carte Bdf,1,Non
SEN-1990,33,1 an,37100.0,Prélèvement,0,Non
SEN-1991,12,1 an,11400.0,Prélèvement,4,Oui
SEN-1992,23,1 an,26500.0,Prélèvement,1,Non
SEN-1993,6,1 an,12700.0,Carte Bdf,4,Oui
SEN-1994,41,2 ans,33800.0,Wave,0,Non
SEN-1995,37,1 an,15900.0,Wave,2,Non
SEN-1996,59,1 an,17600.0,Orange Money,0,Non
SEN-1997,6,1 an,38800.0,Carte Bdf,2,Oui
SEN-1998,39,Mensuel,24100.0,Orange Money,2,Non
SEN-1999,67,1 an,31800.0,Prélèvement,1,Non
